code,name,high,low,close,volume,amount,chg,turn,m_value,s_capital,pe,pb,ps,pm,vol,turn_std
600323.SH,瀚蓝环境,0.3373287414270114,0.38608980713736357,0.35623602869949905,0.09673940528213813,0.07889371912856347,-0.021805400696864086,0.6786142857142863,17016713583.867197,809362536.9512196,15.19492125435541,1.8742773519163756,1.813290069686413,594.4363439024401,0.6695192825587774,0.5065151493091601
600325.SH,华发股份,0.32690991688301196,0.3176205589463039,0.3231506898275012,0.12439821358247723,0.140158595299681,0.1490228222996517,1.5841578397212528,16091128742.984528,2117173784.989547,5.359815331010453,0.9807771777003474,0.30539146341463447,2.56653101045296,0.6744133569393583,1.130863843821633
600332.SH,白云山,0.3943438245242629,0.4109302123845184,0.4147960728446133,0.1253693122534886,0.1248072042821802,0.047514634146341425,0.732517421602787,49010006311.40351,1625790949.0,13.794730139372822,1.6787757839721245,0.7429162020905922,-10.254417944250873,0.6687921035445612,0.5438814617569747
600339.SH,中油工程,0.2206525823922239,0.2486721919531798,0.23635014340470414,0.11118141853590735,0.09105055807320302,0.08667665505226477,1.056008885017421,17144834302.714552,5583147471.0,23.02570749128924,0.6846942508710797,0.22413048780487826,15.365642334494765,0.6839060751509575,0.9870931492587662
600340.SH,华夏幸福,0.17051063069983072,0.1670180901465669,0.16874576860831772,0.1334853991491238,0.11954028440334259,-0.2528930232558137,1.6745046511627901,15459755453.990107,3913720342.0,-1.4617268336314857,2.424047584973166,0.2549654740608227,-2.0901692307692312,0.6836164620715798,1.4426518695129307
600348.SH,华阳股份,0.4057967038786811,0.41878815750866993,0.41362484930144666,0.168752825988575,0.18832941485831559,0.2390391986062721,2.4349656794425094,29343513937.28223,2405000000.0,9.287661324041812,1.4337757839721268,0.8335883275261321,9.49295261324041,0.6710888760310203,1.6148732711930556
600369.SH,西南证券,0.3738114767776407,0.43820960313863944,0.40583904818592204,0.0727990052194196,0.06053071816657141,-0.033010975609756056,0.6174763066202088,29289765569.675507,6645109124.0,39.81495975609758,1.1670416376306636,10.31697961672473,-20.909968118466917,0.6815159355984405,0.6720879858019216
600376.SH,首开股份,0.29414766529341363,0.3231049909553357,0.29368669162144945,0.10975885159741214,0.08206999513396848,-0.015544425087108023,0.5164858885017422,13650978368.374187,2579565242.0,1.5501682926829157,0.5323994773519165,0.2601984320557492,-0.9049975609756098,0.6747619341848968,0.44797601814959626
600377.SH,宁沪高速,0.27250226843786296,0.3486559381090176,0.28919820806371327,0.16134686894891215,0.14042767268449444,0.036236236933797926,0.1658954703832752,43563263263.980835,5037747500.0,12.227551393728213,1.4418797909407675,4.192695993031364,-51.65286149825774,0.6726592777140513,0.09055935417537726
600383.SH,金地集团,0.40878108563165866,0.44214427332237427,0.43614613198854796,0.1782936688628904,0.19133993765120996,-0.030716898954703774,1.261200871080139,50419561463.37528,4514583572.0,5.406745296167244,0.853878397212544,0.5358452961672467,3.919296167247377,0.6716267185647276,0.768698864948467
600389.SH,江山股份,0.46762729173074274,0.47114293124151163,0.4744015549705352,0.2080721584755194,0.17836029846995233,0.15504946808510678,1.5906572695035455,12746748102.113476,300310840.07092196,17.40139326241135,5.034402304964532,2.069480141843973,44.76672588652486,0.6683171175694194,0.9520005803058393
600392.SH,盛和资源,0.45205952254280535,0.4668861579937956,0.46237447113322344,0.18657020932066923,0.1638230538736792,0.13318641114982602,3.7817567944250894,31410466660.37136,1754094679.0017421,-395.65706533100996,3.7799229965156784,3.2320968641114978,-179.86668606271786,0.6699609194014516,3.390824123512489
600398.SH,海澜之家,0.42371946213304534,0.46767633788975255,0.44296059006659316,0.1301223641613074,0.129324789905095,0.06253501742160276,0.33126655052264775,26043736642.9223,4319602302.066202,11.500171602787448,1.8710245644599277,1.3858702090592314,12.023344250871075,0.6755281307933007,0.24142008479702598
600399.SH,抚顺特钢,0.3618482328676352,0.38932025911793394,0.3899279865539985,0.2311936758153668,0.2337513466809197,0.0038821989528796392,1.523728446771379,33323465102.966843,1972100000.0,57.92511727748691,5.9105369982547975,4.852981500872602,148.85816806282705,0.6694689018218628,0.7221211558681163
600406.SH,国电南瑞,0.38617436580931624,0.4189203006494673,0.4174433201474291,0.17930124292961813,0.18575145479840519,0.11486655052264792,0.44472038327526164,174894142276.2122,5813551676.872823,31.63092055749131,4.8068743902439,4.231824912891988,172.36422334494773,0.6687980836571225,0.24317906663489058
600416.SH,湘电股份,0.4440767164907905,0.44963728855897733,0.4507042404413033,0.18497244953726152,0.20638498459996477,0.012636823734729545,2.0096364746945885,21536099139.909954,1178998296.9022686,168.91313839441509,5.6445050610820235,4.970162303664923,10.091999650959837,0.6698299593136123,1.2270416563617514
600418.SH,江淮汽车,0.3968356022506554,0.4427599677042138,0.4386749232438197,0.21836576058592502,0.20693715629511297,0.071220731707317,5.346337108013938,28204849829.34956,2068541028.5052264,71.63525940766544,2.0223590592334495,0.6960886759581884,-6.378472648083631,0.6708537379905515,3.633109337815595
600426.SH,华鲁恒升,0.4353973301294811,0.503607072599323,0.42768546369111565,0.2402075054363774,0.23017709101354897,0.04770993031358891,1.1252435540069674,67032919920.90002,2041473909.857143,15.274906271777015,3.2376564459930313,3.572993031358882,-711.9993235191637,0.668443690720493,0.6302671554544069
